age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
28,entrepreneur,single,tertiary,no,16,no,no,cellular,5,feb,48,1,-1,0,unknown,no
41,blue-collar,married,primary,no,241,yes,no,cellular,21,nov,48,1,-1,0,unknown,no
56,admin.,married,secondary,no,45,no,no,unknown,5,may,1467,1,-1,0,unknown,yes
30,services,married,secondary,no,0,yes,no,cellular,7,may,512,1,-1,0,unknown,no
47,blue-collar,divorced,primary,no,551,yes,no,cellular,19,nov,662,2,-1,0,unknown,no
47,technician,married,unknown,no,751,yes,no,cellular,24,jul,99,1,-1,0,unknown,no
34,technician,married,secondary,no,210,yes,yes,cellular,20,nov,199,1,-1,0,unknown,no
51,housemaid,divorced,primary,no,127,no,no,unknown,13,sep,69,1,-1,0,unknown,no
40,technician,married,secondary,no,109,yes,no,unknown,6,may,147,2,-1,0,unknown,no
39,management,single,tertiary,no,633,no,no,cellular,19,nov,105,2,133,3,failure,no
55,services,divorced,secondary,no,141,yes,no,unknown,6,may,262,2,-1,0,unknown,no
27,technician,single,secondary,no,16,no,no,unknown,19,may,193,1,-1,0,unknown,no
36,blue-collar,married,primary,no,319,yes,no,cellular,13,may,774,2,301,1,failure,yes
36,admin.,married,tertiary,no,211,yes,no,unknown,5,may,146,2,-1,0,unknown,no
40,technician,single,secondary,no,277,yes,no,unknown,14,may,274,2,-1,0,unknown,no
46,self-employed,divorced,tertiary,no,8717,yes,no,unknown,15,may,343,5,-1,0,unknown,no
57,housemaid,married,primary,no,151,yes,no,cellular,18,may,14,4,-1,0,unknown,no
51,self-employed,married,primary,no,0,yes,no,telephone,22,jul,215,1,-1,0,unknown,no
24,student,single,secondary,no,1847,no,no,cellular,9,dec,390,1,-1,0,unknown,no
28,admin.,single,secondary,no,2,no,no,cellular,15,jun,60,1,-1,0,unknown,no
30,technician,single,secondary,no,1286,no,no,telephone,28,aug,44,12,-1,0,unknown,no
48,blue-collar,married,secondary,no,5058,no,no,unknown,20,may,169,4,-1,0,unknown,no
35,management,married,tertiary,no,-718,yes,yes,unknown,27,may,318,3,-1,0,unknown,no
33,management,married,tertiary,no,0,yes,no,unknown,6,may,290,1,-1,0,unknown,no
56,retired,married,secondary,no,393,no,yes,cellular,17,dec,103,1,206,1,failure,no
30,technician,single,tertiary,no,0,yes,no,cellular,5,jun,159,2,-1,0,unknown,yes
43,admin.,single,secondary,no,985,yes,yes,unknown,20,jun,51,19,-1,0,unknown,no
31,unemployed,married,secondary,no,314,yes,no,unknown,26,may,149,7,-1,0,unknown,no
56,blue-collar,divorced,primary,no,3021,no,no,unknown,9,jun,419,2,-1,0,unknown,no
41,services,divorced,secondary,no,-19,yes,no,unknown,19,may,201,1,-1,0,unknown,no
45,blue-collar,married,primary,no,71,no,no,unknown,26,jun,138,2,-1,0,unknown,no
41,management,married,tertiary,no,0,no,no,cellular,17,sep,294,4,63,11,other,yes
33,management,married,tertiary,no,901,no,no,cellular,11,aug,76,2,-1,0,unknown,no
30,technician,single,tertiary,no,187,no,no,cellular,28,aug,66,4,-1,0,unknown,no
57,admin.,married,secondary,no,3242,no,no,cellular,8,aug,521,4,-1,0,unknown,no
27,technician,single,tertiary,no,3083,yes,no,unknown,29,may,244,2,-1,0,unknown,no
42,blue-collar,divorced,secondary,no,3407,no,no,cellular,7,jul,277,2,-1,0,unknown,no
34,blue-collar,single,secondary,no,341,yes,no,unknown,8,may,195,1,-1,0,unknown,no
32,management,divorced,tertiary,no,294,yes,no,cellular,17,apr,1095,1,274,5,success,yes
51,admin.,married,secondary,no,1204,no,no,cellular,29,mar,317,4,-1,0,unknown,no
32,management,married,tertiary,no,134,no,yes,cellular,29,aug,162,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,352,yes,no,unknown,30,may,156,5,-1,0,unknown,no
53,admin.,single,secondary,no,545,yes,no,cellular,12,may,305,1,370,1,failure,no
25,student,single,tertiary,no,-380,no,no,cellular,28,jul,108,4,-1,0,unknown,no
56,housemaid,divorced,primary,yes,1238,no,no,unknown,5,jun,1558,1,-1,0,unknown,yes
33,technician,single,secondary,no,66,no,no,cellular,5,jun,157,2,-1,0,unknown,yes
35,technician,married,secondary,no,580,yes,no,cellular,2,nov,180,2,171,1,failure,no
46,admin.,divorced,secondary,no,2196,no,no,cellular,28,jul,573,5,-1,0,unknown,yes
54,unknown,married,secondary,no,1157,no,no,cellular,26,may,98,2,-1,0,unknown,no
38,management,married,tertiary,no,465,yes,yes,cellular,15,jul,156,4,-1,0,unknown,no
38,management,single,tertiary,no,1819,no,no,cellular,5,feb,101,3,-1,0,unknown,no
46,housemaid,married,secondary,no,1000,no,no,cellular,18,aug,96,11,-1,0,unknown,no
30,student,single,unknown,no,-145,no,yes,cellular,8,jul,154,1,-1,0,unknown,no
47,blue-collar,married,unknown,no,30,no,yes,cellular,23,jul,498,2,-1,0,unknown,no
44,services,divorced,secondary,no,0,yes,no,cellular,11,may,151,2,370,2,failure,no
41,management,divorced,tertiary,no,5037,no,no,cellular,23,apr,252,9,185,5,other,yes
38,admin.,single,unknown,no,31,no,no,cellular,20,apr,59,3,-1,0,unknown,no
45,management,married,tertiary,no,80,no,yes,cellular,19,nov,157,1,-1,0,unknown,no
36,blue-collar,married,primary,no,347,no,no,cellular,4,feb,167,2,-1,0,unknown,no
55,blue-collar,married,secondary,no,1901,no,no,cellular,18,aug,143,4,-1,0,unknown,no
40,blue-collar,married,secondary,no,877,yes,no,unknown,20,may,207,6,-1,0,unknown,no
60,self-employed,married,secondary,no,1690,no,no,cellular,28,aug,64,11,-1,0,unknown,no
56,services,married,secondary,no,2658,yes,no,unknown,15,may,302,1,-1,0,unknown,no
60,services,married,secondary,no,594,yes,no,cellular,3,feb,35,7,265,5,other,no
65,retired,married,unknown,no,679,no,no,cellular,13,may,593,2,178,1,success,no
37,management,single,tertiary,no,600,yes,no,unknown,5,may,152,1,-1,0,unknown,no
35,unemployed,single,secondary,no,0,no,no,cellular,31,jul,299,3,-1,0,unknown,no
36,services,divorced,secondary,yes,0,no,yes,cellular,15,jul,687,7,-1,0,unknown,yes
40,technician,divorced,secondary,no,669,yes,no,cellular,28,jul,367,2,-1,0,unknown,no
60,admin.,divorced,secondary,no,12039,no,no,telephone,8,apr,236,1,-1,0,unknown,yes
33,technician,married,secondary,no,946,yes,no,unknown,21,may,163,2,-1,0,unknown,no
36,admin.,single,secondary,no,191,yes,no,cellular,25,jul,18,7,-1,0,unknown,no
36,management,single,tertiary,no,7252,no,no,cellular,12,aug,153,1,-1,0,unknown,no
59,blue-collar,married,primary,no,754,no,no,cellular,11,aug,225,4,-1,0,unknown,no
34,admin.,single,secondary,no,303,no,no,cellular,21,dec,94,3,200,6,success,no
35,management,single,tertiary,no,205,yes,no,unknown,16,may,512,1,-1,0,unknown,no
41,admin.,divorced,secondary,no,783,yes,yes,cellular,14,may,135,3,363,2,failure,no
37,management,married,tertiary,no,0,no,no,cellular,4,aug,96,1,-1,0,unknown,no
33,technician,single,secondary,no,12177,no,no,cellular,18,aug,76,5,-1,0,unknown,no
31,admin.,single,secondary,no,482,yes,no,cellular,18,nov,183,1,-1,0,unknown,no
82,housemaid,divorced,primary,no,1381,no,no,cellular,27,oct,156,1,-1,0,unknown,no
42,blue-collar,married,unknown,no,1154,yes,no,cellular,16,apr,341,2,336,3,other,no
38,unemployed,married,secondary,no,1906,no,yes,cellular,20,nov,210,2,-1,0,unknown,no
41,unemployed,single,primary,no,2171,no,no,telephone,31,jul,120,2,-1,0,unknown,no
33,blue-collar,single,secondary,no,371,yes,no,unknown,16,may,1128,3,-1,0,unknown,no
57,retired,married,secondary,no,573,no,no,unknown,20,jun,53,11,-1,0,unknown,no
32,blue-collar,married,secondary,no,3228,yes,no,cellular,19,nov,198,3,-1,0,unknown,no
58,retired,divorced,secondary,no,19,no,no,cellular,29,jul,271,2,-1,0,unknown,no
31,blue-collar,married,primary,no,1127,yes,no,telephone,13,may,43,1,349,1,failure,no
35,self-employed,single,tertiary,no,4213,no,no,cellular,28,jan,203,1,-1,0,unknown,no
37,services,married,secondary,no,1960,yes,yes,cellular,15,oct,246,5,-1,0,unknown,no
33,admin.,married,secondary,no,920,no,no,cellular,13,aug,111,1,105,1,success,no
32,technician,single,secondary,no,1107,no,no,cellular,27,aug,113,8,-1,0,unknown,no
34,technician,married,tertiary,no,7050,no,no,cellular,7,aug,130,1,-1,0,unknown,yes
34,blue-collar,single,primary,no,2146,yes,no,unknown,13,may,138,1,-1,0,unknown,no
47,technician,divorced,secondary,no,4135,yes,no,unknown,14,may,283,8,-1,0,unknown,no
44,blue-collar,single,unknown,no,4330,no,no,unknown,18,jun,16,9,-1,0,unknown,no
34,technician,single,tertiary,no,482,yes,no,cellular,20,apr,69,3,-1,0,unknown,no
40,technician,single,secondary,no,153,no,no,cellular,7,aug,125,2,-1,0,unknown,no
32,blue-collar,divorced,primary,no,380,no,no,cellular,25,jul,48,2,-1,0,unknown,no
33,management,married,tertiary,no,519,no,no,cellular,12,aug,260,3,-1,0,unknown,no
45,blue-collar,married,secondary,no,22928,no,no,unknown,6,jun,113,1,-1,0,unknown,no
37,blue-collar,married,primary,no,310,yes,no,unknown,7,may,474,1,-1,0,unknown,no
33,admin.,married,secondary,no,1293,yes,no,cellular,15,may,245,9,373,2,failure,no
30,management,single,tertiary,no,508,no,yes,cellular,19,nov,70,4,-1,0,unknown,no
29,admin.,single,secondary,no,356,yes,no,unknown,9,may,106,1,-1,0,unknown,no
67,retired,married,primary,no,8465,no,no,cellular,26,feb,234,1,-1,0,unknown,no
34,management,single,tertiary,no,1040,yes,no,unknown,20,may,96,2,-1,0,unknown,no
48,management,married,tertiary,no,60,no,no,telephone,7,may,376,2,339,7,failure,no
57,technician,divorced,secondary,no,372,no,no,cellular,14,aug,280,4,-1,0,unknown,no
48,unemployed,divorced,primary,no,840,no,no,cellular,28,jan,196,1,-1,0,unknown,no
41,technician,married,secondary,yes,-1,no,no,cellular,14,jul,140,2,-1,0,unknown,no
42,services,married,secondary,no,-166,no,no,cellular,14,may,337,4,-1,0,unknown,no
42,self-employed,married,tertiary,no,10072,no,no,cellular,22,apr,102,1,-1,0,unknown,no
35,management,married,tertiary,no,47,no,yes,cellular,20,aug,44,9,-1,0,unknown,no
56,entrepreneur,married,secondary,no,196,no,no,cellular,19,nov,312,3,-1,0,unknown,no
56,retired,married,secondary,no,3690,yes,yes,unknown,16,may,178,2,-1,0,unknown,no
31,management,single,tertiary,no,1431.57831566313,yes,no,cellular,13,apr,187,5,-1,0,unknown,no
33,admin.,single,secondary,no,-15,no,no,telephone,12,may,326,3,350,2,failure,no
30,blue-collar,married,secondary,no,177,yes,no,cellular,9,apr,62,2,332,3,failure,no
29,blue-collar,single,secondary,no,13654,yes,yes,cellular,16,apr,528,1,-1,0,unknown,no
48,services,single,primary,no,204,yes,no,cellular,22,jul,134,1,-1,0,unknown,no
41,entrepreneur,married,tertiary,no,3135,yes,yes,unknown,20,jun,160,3,-1,0,unknown,no
31,blue-collar,divorced,secondary,no,0,yes,yes,cellular,18,jul,913,4,-1,0,unknown,yes
34,blue-collar,single,secondary,no,2764,yes,no,cellular,13,may,158,1,357,1,failure,no
60,retired,married,tertiary,no,2261,no,no,unknown,9,jun,245,1,-1,0,unknown,no
47,technician,married,secondary,no,338,no,yes,cellular,11,jul,344,2,-1,0,unknown,no
28,student,single,tertiary,no,0,no,no,cellular,28,sep,294,2,105,7,other,yes
47,technician,divorced,secondary,no,129,no,no,cellular,2,feb,110,2,222,2,failure,no
31,management,single,tertiary,no,448,yes,no,cellular,11,aug,135,2,-1,0,unknown,no
43,blue-collar,married,primary,no,-404,yes,yes,cellular,12,may,205,2,306,1,failure,no
29,admin.,married,secondary,no,2121,no,no,cellular,16,apr,281,1,342,2,other,no
56,management,divorced,primary,no,7496,no,no,unknown,9,jun,164,3,-1,0,unknown,no
32,blue-collar,married,secondary,no,4471,yes,no,cellular,3,feb,197,1,270,2,failure,no
43,technician,married,secondary,no,253,no,no,cellular,21,aug,111,5,-1,0,unknown,no
35,entrepreneur,married,secondary,no,313,yes,no,cellular,15,jul,479,1,-1,0,unknown,no
39,technician,married,secondary,no,-241,yes,yes,cellular,7,jul,337,4,-1,0,unknown,no
49,entrepreneur,married,primary,no,563,no,no,unknown,19,jun,84,1,-1,0,unknown,no
29,services,single,secondary,no,1934,no,no,cellular,29,sep,271,1,-1,0,unknown,yes
69,retired,divorced,secondary,no,1806,no,no,cellular,1,jul,148,2,-1,0,unknown,no
32,entrepreneur,married,secondary,no,390,no,no,cellular,6,sep,440,1,280,1,failure,yes
25,student,single,secondary,no,319,yes,no,cellular,20,apr,48,3,-1,0,unknown,no
41,blue-collar,married,primary,no,183,yes,yes,unknown,5,may,110,2,-1,0,unknown,no
33,management,married,tertiary,no,1585,no,no,cellular,8,aug,183,2,-1,0,unknown,no
24,student,single,secondary,no,1719,no,no,cellular,13,aug,161,4,-1,0,unknown,no
38,blue-collar,married,secondary,no,1403,no,no,unknown,19,jun,146,2,-1,0,unknown,no
38,management,divorced,tertiary,no,-199,yes,no,cellular,18,may,15,3,-1,0,unknown,no
50,blue-collar,married,primary,no,-1,no,no,cellular,19,aug,195,2,-1,0,unknown,no
28,technician,single,secondary,no,34,yes,no,cellular,4,feb,16,6,268,4,failure,no
34,management,single,tertiary,no,2607,no,no,cellular,7,may,63,1,336,12,other,no
52,blue-collar,married,secondary,no,408,no,no,cellular,29,jan,338,2,-1,0,unknown,no
47,blue-collar,married,primary,no,0,no,no,cellular,26,aug,71,4,-1,0,unknown,no
47,services,married,primary,no,0,yes,yes,cellular,20,aug,138,4,-1,0,unknown,no
56,blue-collar,married,secondary,no,302,no,yes,cellular,4,aug,378,2,-1,0,unknown,no
30,management,married,tertiary,no,931,no,no,cellular,17,jul,1183,1,-1,0,unknown,no
37,management,married,tertiary,no,255,no,no,cellular,24,feb,562,2,183,10,success,yes
41,self-employed,married,secondary,no,2812,yes,no,unknown,3,jun,447,1,-1,0,unknown,no
32,management,single,tertiary,no,0,no,no,cellular,22,aug,360,2,-1,0,unknown,no
59,retired,divorced,primary,no,81,yes,no,unknown,5,may,107,1,-1,0,unknown,no
49,management,divorced,tertiary,no,169,yes,no,unknown,28,may,174,1,-1,0,unknown,no
40,self-employed,married,tertiary,no,191,yes,no,cellular,24,jul,806,5,-1,0,unknown,no
54,unemployed,divorced,secondary,no,925,no,no,cellular,5,feb,2,1,-1,0,unknown,no
36,services,married,secondary,no,0,yes,no,cellular,6,may,215,3,280,3,failure,no
41,management,married,tertiary,no,141,yes,yes,unknown,8,may,146,3,-1,0,unknown,no
43,services,married,secondary,no,-456,yes,no,unknown,29,may,102,4,-1,0,unknown,no
64,blue-collar,married,primary,no,1904,no,no,telephone,12,aug,67,2,-1,0,unknown,no
36,admin.,single,secondary,no,10041,yes,no,cellular,20,nov,91,2,184,1,other,no
38,management,single,tertiary,no,-145,yes,no,cellular,21,jul,54,2,-1,0,unknown,no
35,unemployed,married,tertiary,no,1849,yes,no,cellular,15,may,111,1,-1,0,unknown,no
35,management,married,tertiary,no,618,yes,no,cellular,18,nov,116,1,-1,0,unknown,no
30,student,single,secondary,no,0,no,no,cellular,20,apr,111,1,-1,0,unknown,no
52,retired,married,primary,no,9,no,no,unknown,18,jun,243,1,-1,0,unknown,no
39,admin.,single,secondary,no,0,yes,no,unknown,5,jun,22,1,-1,0,unknown,no
30,student,single,secondary,no,4,no,no,cellular,4,feb,443,2,-1,0,unknown,no
54,retired,divorced,secondary,no,13,yes,no,cellular,15,jul,197,2,-1,0,unknown,no
60,admin.,married,secondary,no,12980,no,no,cellular,5,mar,115,1,-1,0,unknown,yes
41,management,married,primary,no,243,yes,no,cellular,2,feb,199,1,-1,0,unknown,no
58,management,married,primary,no,76,yes,no,telephone,18,may,54,4,-1,0,unknown,no
29,blue-collar,divorced,primary,no,2597,yes,no,unknown,27,may,112,3,-1,0,unknown,no
33,management,single,tertiary,no,896,yes,no,cellular,19,nov,577,1,-1,0,unknown,no
39,admin.,divorced,secondary,no,2903,yes,yes,telephone,25,jul,259,2,-1,0,unknown,no
44,blue-collar,married,primary,no,135,yes,no,cellular,20,apr,255,1,-1,0,unknown,no
48,technician,married,secondary,no,504,no,yes,cellular,6,aug,227,3,-1,0,unknown,no
55,technician,single,secondary,no,149,yes,no,cellular,11,aug,103,15,-1,0,unknown,no
32,technician,single,secondary,no,-1,yes,no,cellular,12,may,37,1,-1,0,unknown,no
42,housemaid,married,tertiary,no,-560,yes,yes,cellular,9,jul,630,4,-1,0,unknown,no
36,services,single,secondary,no,755,no,no,unknown,18,jun,355,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,264,yes,no,telephone,31,jul,15,2,-1,0,unknown,no
43,admin.,married,tertiary,no,279,yes,no,cellular,17,nov,111,1,-1,0,unknown,no
40,blue-collar,married,primary,no,0,no,no,cellular,24,jul,313,1,-1,0,unknown,no
51,technician,married,secondary,no,-192,yes,no,telephone,11,jul,57,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,1098,yes,no,unknown,26,may,19,17,-1,0,unknown,no
35,blue-collar,married,unknown,no,245,yes,no,cellular,11,may,134,2,370,1,failure,no
47,admin.,single,secondary,no,19,yes,yes,cellular,18,nov,90,2,123,1,failure,no
58,retired,married,secondary,no,268,yes,no,unknown,7,may,516,1,-1,0,unknown,no
39,services,married,secondary,no,304,yes,yes,unknown,9,may,323,1,-1,0,unknown,no
49,blue-collar,married,primary,no,923,no,no,unknown,20,jun,471,2,-1,0,unknown,no
38,technician,single,tertiary,no,0,no,no,cellular,28,aug,247,2,-1,0,unknown,no
68,retired,married,unknown,no,3701,no,no,telephone,8,jun,149,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,0,no,no,cellular,29,jul,215,6,-1,0,unknown,no
54,blue-collar,married,primary,no,1033,no,no,unknown,20,jun,152,3,-1,0,unknown,no
38,technician,married,secondary,no,59,yes,no,unknown,19,may,18,1,-1,0,unknown,no
29,services,single,secondary,no,566,no,no,unknown,7,may,127,2,-1,0,unknown,no
32,management,single,tertiary,no,739,yes,no,cellular,2,feb,266,2,-1,0,unknown,no
36,management,married,tertiary,no,789,yes,yes,cellular,10,jul,80,1,-1,0,unknown,no
56,management,married,tertiary,no,0,yes,no,telephone,5,may,259,2,-1,0,unknown,no
37,technician,single,secondary,no,1127,yes,no,cellular,20,apr,249,2,-1,0,unknown,no
53,unemployed,married,secondary,no,76,yes,yes,unknown,16,may,283,1,-1,0,unknown,no
27,blue-collar,single,primary,no,-79,yes,no,unknown,30,may,385,5,-1,0,unknown,no
30,entrepreneur,married,tertiary,no,501,yes,no,cellular,18,jul,94,1,-1,0,unknown,no
60,retired,married,tertiary,no,0,yes,no,unknown,13,may,34,4,-1,0,unknown,no
34,blue-collar,married,primary,no,1873,yes,no,cellular,2,feb,192,1,-1,0,unknown,no
60,admin.,married,secondary,no,1914,yes,no,cellular,20,apr,65,1,287,3,failure,no
54,management,divorced,tertiary,no,7010,no,no,cellular,11,mar,275,2,-1,0,unknown,no
43,admin.,married,secondary,no,1159,yes,no,cellular,14,apr,114,2,-1,0,unknown,no
39,management,married,tertiary,no,661,yes,no,unknown,3,jun,220,3,-1,0,unknown,no
31,admin.,single,secondary,no,68,yes,no,cellular,16,apr,570,2,-1,0,unknown,no
60,management,married,secondary,no,0,no,no,cellular,20,may,321,4,87,8,failure,no
36,admin.,married,secondary,no,1954,yes,yes,cellular,20,nov,158,2,174,3,failure,no
31,technician,married,secondary,no,439,no,no,unknown,4,oct,5,1,-1,0,unknown,no
43,self-employed,married,tertiary,yes,310,yes,no,cellular,11,may,84,7,-1,0,unknown,no
29,admin.,married,secondary,no,1937,no,no,unknown,25,aug,6,1,-1,0,unknown,no
50,blue-collar,married,primary,no,4121,yes,yes,cellular,20,apr,184,2,151,1,failure,no
31,housemaid,married,secondary,no,243,yes,no,cellular,23,sep,305,2,842,1,failure,yes
52,management,married,tertiary,no,11650,yes,no,cellular,17,nov,48,1,-1,0,unknown,no
24,services,single,secondary,no,281,yes,no,cellular,8,may,211,2,337,3,other,no
38,technician,single,secondary,no,294,no,yes,cellular,25,jul,172,2,-1,0,unknown,no
53,entrepreneur,married,tertiary,no,54,yes,yes,cellular,6,may,123,1,169,1,failure,no
46,services,married,tertiary,no,523,yes,no,cellular,17,apr,172,1,-1,0,unknown,no
48,services,married,secondary,no,6127,yes,no,unknown,15,may,97,1,-1,0,unknown,no
33,technician,married,secondary,no,-163,yes,yes,cellular,8,aug,502,2,-1,0,unknown,no
32,technician,single,secondary,no,5,no,no,cellular,12,aug,105,2,-1,0,unknown,no
61,blue-collar,married,secondary,no,681,yes,no,telephone,19,aug,173,6,492,2,failure,no
27,services,married,secondary,no,1,no,no,cellular,29,jan,528,3,-1,0,unknown,no
54,housemaid,married,unknown,no,4789,no,no,unknown,11,jun,83,1,-1,0,unknown,no
28,technician,single,tertiary,no,172,yes,yes,cellular,2,feb,194,2,-1,0,unknown,no
39,admin.,married,unknown,no,378,no,no,unknown,20,jun,17,5,-1,0,unknown,no
39,admin.,married,secondary,no,732,no,no,cellular,23,apr,522,4,-1,0,unknown,yes
34,technician,married,secondary,no,563,yes,yes,cellular,29,aug,32,15,-1,0,unknown,no
35,blue-collar,single,secondary,no,2158,yes,no,cellular,6,feb,288,2,-1,0,unknown,no
57,management,married,tertiary,no,1341,yes,no,unknown,8,may,339,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,249,yes,no,cellular,14,may,7,7,287,4,failure,no
40,management,divorced,tertiary,no,823,no,no,cellular,13,aug,159,4,-1,0,unknown,no
58,blue-collar,married,secondary,no,1166,yes,no,unknown,12,may,493,1,-1,0,unknown,no
45,housemaid,married,secondary,no,1041,yes,no,unknown,29,may,238,3,-1,0,unknown,no
43,technician,married,secondary,yes,-313,no,yes,cellular,7,jul,89,4,-1,0,unknown,no
60,admin.,married,secondary,no,3547,no,no,telephone,15,jun,351,6,-1,0,unknown,yes
33,services,married,secondary,no,450,yes,no,unknown,4,jun,121,4,-1,0,unknown,no
39,management,married,tertiary,no,588,yes,yes,cellular,2,feb,2256,2,-1,0,unknown,no
46,admin.,married,secondary,no,1934,no,yes,unknown,15,may,240,1,-1,0,unknown,no
50,management,married,unknown,no,914,yes,no,unknown,29,may,359,3,-1,0,unknown,no
29,admin.,single,secondary,no,11,no,no,unknown,27,jun,326,1,-1,0,unknown,no
37,technician,married,tertiary,no,512,no,no,cellular,9,jul,61,4,-1,0,unknown,no
30,entrepreneur,married,primary,no,501,yes,yes,cellular,6,may,323,2,-1,0,unknown,no
37,services,married,secondary,no,-58,yes,no,unknown,16,jun,146,3,-1,0,unknown,no
51,technician,single,secondary,no,1153,yes,no,cellular,20,apr,76,5,-1,0,unknown,no
38,services,divorced,primary,no,188,no,no,unknown,11,jun,597,10,-1,0,unknown,no
36,blue-collar,divorced,secondary,no,107,yes,no,cellular,31,jul,134,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,525,yes,no,cellular,12,may,325,2,-1,0,unknown,no
31,management,single,tertiary,no,924,no,no,cellular,27,feb,172,1,-1,0,unknown,yes
39,management,married,tertiary,no,568,yes,yes,unknown,30,may,206,3,-1,0,unknown,no
56,retired,married,secondary,no,393,no,yes,cellular,26,jul,183,1,221,2,failure,yes
32,technician,married,tertiary,no,1037,yes,no,unknown,26,may,125,3,-1,0,unknown,no
40,admin.,single,secondary,no,1200,yes,no,cellular,21,nov,163,2,156,8,failure,no
31,entrepreneur,married,secondary,no,7518,yes,no,cellular,20,nov,332,3,-1,0,unknown,no
33,management,single,tertiary,no,0,no,no,cellular,28,aug,59,10,-1,0,unknown,no
38,housemaid,married,secondary,no,110,no,no,cellular,25,may,167,1,-1,0,unknown,no
32,services,married,secondary,no,1129,yes,no,cellular,15,apr,903,2,341,2,failure,yes
42,management,married,tertiary,no,157,yes,yes,cellular,28,jan,136,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,931,yes,no,unknown,3,jun,409,1,-1,0,unknown,no
34,admin.,divorced,secondary,no,0,yes,no,cellular,6,may,153,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,1598,yes,no,cellular,11,may,152,2,305,1,success,no
59,retired,married,secondary,no,136,no,no,cellular,6,aug,301,4,-1,0,unknown,no
45,technician,single,secondary,no,113,yes,yes,cellular,13,aug,165,2,-1,0,unknown,no
39,services,single,secondary,no,403,yes,no,cellular,7,may,1262,3,-1,0,unknown,yes
27,management,single,tertiary,yes,-308,yes,no,unknown,16,may,213,16,-1,0,unknown,no
33,blue-collar,single,primary,no,837,yes,no,unknown,27,jun,250,8,-1,0,unknown,no
51,self-employed,married,tertiary,no,2007,no,no,unknown,16,jun,1021,1,-1,0,unknown,no
54,management,single,tertiary,no,2419,yes,no,cellular,12,aug,139,2,-1,0,unknown,no
28,management,married,tertiary,no,3694,no,yes,cellular,8,jul,70,2,-1,0,unknown,no
27,student,single,secondary,no,538,no,no,cellular,4,jun,124,2,-1,0,unknown,yes
30,management,single,tertiary,no,82,no,no,cellular,9,feb,48,3,-1,0,unknown,no
28,admin.,married,secondary,no,-156,yes,no,unknown,6,jun,161,5,-1,0,unknown,no
42,management,married,tertiary,no,3038,no,no,cellular,18,aug,693,7,-1,0,unknown,no
27,admin.,single,tertiary,no,4738,no,no,cellular,13,jul,752,1,-1,0,unknown,no
26,services,married,secondary,no,4,yes,no,cellular,28,jul,201,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,1134,yes,no,unknown,28,may,424,3,-1,0,unknown,no
68,retired,married,primary,no,0,no,no,telephone,15,jan,814,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,604,yes,no,unknown,30,may,235,1,-1,0,unknown,no
40,blue-collar,married,unknown,no,0,yes,no,cellular,14,jul,699,3,-1,0,unknown,no
31,management,single,tertiary,no,424,no,yes,cellular,7,aug,224,2,-1,0,unknown,no
43,admin.,single,secondary,no,-247,yes,yes,cellular,2,feb,751,2,76,4,failure,yes
40,technician,married,secondary,no,-396,yes,no,unknown,26,may,127,1,-1,0,unknown,no
47,blue-collar,single,secondary,no,15,yes,no,unknown,19,may,62,2,-1,0,unknown,no
21,student,single,secondary,no,224,no,no,cellular,30,apr,871,1,-1,0,unknown,yes
34,blue-collar,single,secondary,no,-231,yes,no,cellular,13,may,9,8,-1,0,unknown,no
44,blue-collar,married,primary,no,2467,yes,no,unknown,15,may,36,1,-1,0,unknown,no
39,management,divorced,tertiary,no,4692,yes,no,telephone,19,nov,214,2,174,2,success,no
31,management,single,tertiary,no,319,yes,no,cellular,16,apr,302,2,248,2,failure,no
38,management,single,tertiary,no,6490,no,no,telephone,10,nov,125,1,-1,0,unknown,no
36,management,single,tertiary,no,2032,no,yes,cellular,20,nov,736,1,-1,0,unknown,yes
42,blue-collar,single,secondary,no,419,no,no,cellular,7,jul,88,3,-1,0,unknown,no
39,technician,divorced,secondary,no,80,no,no,unknown,20,jun,124,2,-1,0,unknown,no
34,admin.,divorced,secondary,no,627,yes,no,unknown,7,may,283,2,-1,0,unknown,no
32,management,married,tertiary,no,258,yes,yes,cellular,18,nov,197,1,-1,0,unknown,no
43,technician,married,secondary,no,78,yes,no,unknown,15,may,80,1,-1,0,unknown,no
52,self-employed,married,secondary,no,-201,no,yes,cellular,19,nov,905,1,133,2,failure,no
41,technician,divorced,secondary,no,88,no,no,cellular,29,aug,88,2,-1,0,unknown,no
33,management,married,tertiary,no,0,yes,no,cellular,7,apr,366,1,-1,0,unknown,no
53,retired,married,tertiary,no,183,yes,no,unknown,15,may,73,1,-1,0,unknown,no
32,services,married,secondary,no,0,yes,no,telephone,10,jul,75,1,-1,0,unknown,no
